,0
SR_Number,1-731382356
Status,-226.09996740711824
ACTIVITY,39.24703609621975
Involved_ST_Function_Div,-63.497183594870656
Involved_Org_line_3,-70.4400415855762
Involved_ST,-169.33203415222698
SR_Latest_Impact,-695.7449813211332
Product,-154.9344411186041
Country,-38.838545809959435
Owner_Country,-253.97474856082752
time_from_start,-355.9780254420486
time_from_previous_event(start),-12.757495352852384
daytime,14772.602363318434
weekday,-6.507657861089868
# ACTIVITY=In Progress,28.835981275257357
# ACTIVITY=Awaiting Assignment,29.60403603302529
# ACTIVITY=Resolved,3.021253933695342
# ACTIVITY=Assigned,31.53131970022976
# ACTIVITY=Closed,2.5534497440205928
# ACTIVITY=Wait - User,-38.93893537605255
# ACTIVITY=Wait - Implementation,6.5122242630632226
# ACTIVITY=Wait,22.38913103711898
# ACTIVITY=Wait - Vendor,1.1993284787470457
# ACTIVITY=In Call,1.2249806939239867
# ACTIVITY=Wait - Customer,0.40615643605328355
# ACTIVITY=Unmatched,-1.5019945491569768e-05
# ACTIVITY=Cancelled,0.0
