,0
SR_Number,1-730802686
Status,-289.0467857969465
ACTIVITY,2.2706058731809673
Involved_ST_Function_Div,-83.71627694944826
Involved_Org_line_3,-50.58981657521848
Involved_ST,-37.889637647951375
SR_Latest_Impact,1430.1359747051197
Product,-138.52274315757958
Country,1667.736547737494
Owner_Country,-125.45166780754936
time_from_start,-479.6583810565446
time_from_previous_event(start),-12.893970555154072
daytime,16438.473510883603
weekday,-12.125427063258359
# ACTIVITY=In Progress,40.102972845593804
# ACTIVITY=Awaiting Assignment,83.47749455000651
# ACTIVITY=Resolved,5.534879227752009
# ACTIVITY=Assigned,51.54130138855391
# ACTIVITY=Closed,1.893013261569811
# ACTIVITY=Wait - User,21.110351626096637
# ACTIVITY=Wait - Implementation,-380.1322373444912
# ACTIVITY=Wait,28.092929665666954
# ACTIVITY=Wait - Vendor,1.847990035514437
# ACTIVITY=In Call,0.8317185295381891
# ACTIVITY=Wait - Customer,0.5147069359755188
# ACTIVITY=Unmatched,6.894872902919047e-07
# ACTIVITY=Cancelled,0.0
