,0
SR_Number,1-731830191
Status,-223.33964680777336
ACTIVITY,35.56900278268904
Involved_ST_Function_Div,-125.92778014755723
Involved_Org_line_3,-135.33340099108915
Involved_ST,-179.45343894906202
SR_Latest_Impact,-716.6300629309904
Product,-362.0120226966039
Country,-100.77494684438909
Owner_Country,-303.6295835891963
time_from_start,-330.37312887683856
time_from_previous_event(start),-11.606259044894323
daytime,14743.905509473358
weekday,-6.007296375635102
# ACTIVITY=In Progress,3.075473353843958
# ACTIVITY=Awaiting Assignment,32.291667134383694
# ACTIVITY=Resolved,3.319063957303905
# ACTIVITY=Assigned,26.28291432477845
# ACTIVITY=Closed,2.9796981735697625
# ACTIVITY=Wait - User,14.768850154284369
# ACTIVITY=Wait - Implementation,4.713421516318555
# ACTIVITY=Wait,21.633155589663364
# ACTIVITY=Wait - Vendor,1.605729671522747
# ACTIVITY=In Call,0.34137447026581635
# ACTIVITY=Wait - Customer,0.4252834789487822
# ACTIVITY=Unmatched,-1.5019945491569768e-05
# ACTIVITY=Cancelled,0.0
