,0
SR_Number,1-732098363
Status,-241.1378873950856
ACTIVITY,-14.16653296558583
Involved_ST_Function_Div,6.054169213199745
Involved_Org_line_3,-154.50649385593374
Involved_ST,-51.14863759946477
SR_Latest_Impact,1128.9421551707192
Product,-114.0596247873924
Country,-168.93438042284558
Owner_Country,-452.960075873695
time_from_start,-382.563360878048
time_from_previous_event(start),-1.6239169529448902
daytime,16234.039189707952
weekday,-8.42065175034988
# ACTIVITY=In Progress,36.34341372826895
# ACTIVITY=Awaiting Assignment,43.380937381212384
# ACTIVITY=Resolved,3.6085000948839956
# ACTIVITY=Assigned,52.49232758509047
# ACTIVITY=Closed,2.7010219697519755
# ACTIVITY=Wait - User,30.65269905720455
# ACTIVITY=Wait - Implementation,11.575315497423503
# ACTIVITY=Wait,28.007077704225576
# ACTIVITY=Wait - Vendor,1.4562050853062598
# ACTIVITY=In Call,0.7286134057556067
# ACTIVITY=Wait - Customer,0.4806728751703927
# ACTIVITY=Unmatched,-1.5019945491569768e-05
# ACTIVITY=Cancelled,0.0
