,Case_id,Activity_recommended,Resource,Expected KPI
467,20188005835,Evaluating Request (WITH registered letter),00523,11028952.244917909
468,20188006479,Evaluating Request (WITH registered letter),00076,11037095.817567911
469,20188006545,Evaluating Request (WITH registered letter),00392,11037460.91219201
470,20188006710,Evaluating Request (WITH registered letter),00596,11037560.317090465
471,20188007143,Evaluating Request (WITH registered letter),00658,11038174.499206375
472,20188007469,Evaluating Request (WITH registered letter),00235,11038937.271297505
473,20188008168,Evaluating Request (WITH registered letter),00572,11039691.069244524
474,20188009733,Evaluating Request (WITH registered letter),00363,11040531.06446989
475,20188010347,Evaluating Request (WITH registered letter),00144,11040531.06446989
476,20188010351,Evaluating Request (WITH registered letter),SB45,11040804.566289948
477,20188010490,Evaluating Request (WITH registered letter),00267,11042205.513179993
478,20188010746,Evaluating Request (WITH registered letter),00271,11043184.8588103
479,20188010987,Evaluating Request (WITH registered letter),00287,11045186.107883904
480,20189001225,Evaluating Request (WITH registered letter),00629,11050043.181668935
481,20189001467,Evaluating Request (WITH registered letter),SB74,11056126.10143257
482,20189001468,Evaluating Request (WITH registered letter),00025,11062359.036106797
483,20189001535,Evaluating Request (WITH registered letter),00327,11082368.45598959
484,20189002000,Evaluating Request (WITH registered letter),00216,11082853.246603755
485,20189002974,Evaluating Request (WITH registered letter),00051,11083653.382054621
486,20189003143,Evaluating Request (WITH registered letter),00342,11103094.73907292
487,20189003450,Evaluating Request (WITH registered letter),00702,11169989.602218429
488,20189003474,Evaluating Request (WITH registered letter),00621,11172905.824296068
489,20189003599,Evaluating Request (WITH registered letter),00264,11268445.2103818
490,20189004151,Evaluating Request (WITH registered letter),SB72,11232364.442920104
491,20189005208,Evaluating Request (WITH registered letter),00616,11361283.569983372
492,20189005669,Evaluating Request (WITH registered letter),00507,11361355.312452469
493,20189005771,Evaluating Request (WITH registered letter),00727,11504764.014352625
494,20189006343,Evaluating Request (WITH registered letter),00403,11558003.904920435
495,20189006405,Evaluating Request (WITH registered letter),00074,11708671.504148528
496,20189006448,Evaluating Request (WITH registered letter),00530,11710535.410368519
497,20189006492,Evaluating Request (WITH registered letter),00286,11720701.308882263
498,20189006527,Evaluating Request (WITH registered letter),00336,11724453.506007133
499,20189006601,Evaluating Request (WITH registered letter),00515,11725319.569111066
500,20189008139,Evaluating Request (WITH registered letter),00282,11745517.894903677
501,20189008343,Evaluating Request (WITH registered letter),00243,11762787.947741356
502,20189008362,Evaluating Request (WITH registered letter),00644,11762898.854401475
503,20189008433,Evaluating Request (WITH registered letter),SB43,11763545.57301666
504,20189008494,Evaluating Request (WITH registered letter),00084,11763752.213300128
505,20189008544,Evaluating Request (WITH registered letter),00345,11764468.294748962
506,20189008567,Evaluating Request (WITH registered letter),00381,11764751.756891066
507,20189008646,Evaluating Request (WITH registered letter),00323,11765405.471290516
508,20189008900,Evaluating Request (WITH registered letter),00277,11784914.369631564
509,20189009174,Evaluating Request (WITH registered letter),SB63,11785412.803331362
510,20189009462,Evaluating Request (WITH registered letter),00452,11802925.065096006
511,20189009468,Evaluating Request (WITH registered letter),00617,11803107.791901004
512,20189009473,Evaluating Request (WITH registered letter),00475,11803107.791901004
513,20189009551,Evaluating Request (WITH registered letter),00398,11803136.337591285
514,20189009804,Evaluating Request (WITH registered letter),00886,11804989.781761283
515,20191000260,Evaluating Request (WITH registered letter),00259,11861640.08379338
516,20191000385,Evaluating Request (WITH registered letter),00568,11914294.305680744
517,20191000910,Evaluating Request (WITH registered letter),00317,11914682.600773383
518,20191000964,Evaluating Request (WITH registered letter),00880,11943637.288191274
519,20191001383,Evaluating Request (WITH registered letter),00357,11959369.858159548
520,20191001755,Evaluating Request (WITH registered letter),SB81,11981574.480902227
521,20191001773,Evaluating Request (WITH registered letter),00325,11981731.521585973
522,20191001882,Evaluating Request (WITH registered letter),SB92,11981731.521585973
523,20191002015,Evaluating Request (WITH registered letter),00761,11981943.674119072
524,20191002108,Evaluating Request (WITH registered letter),00273,11981943.674119072
525,20191002123,Evaluating Request (WITH registered letter),00147,11982107.147491883
526,20191002130,Evaluating Request (WITH registered letter),00247,12008257.34807132
527,20191002180,Evaluating Request (WITH registered letter),00275,12013229.738317847
528,20191002220,Evaluating Request (WITH registered letter),00615,12016987.714837842
529,20191003080,Evaluating Request (WITH registered letter),00204,12027182.699970687
530,20191003686,Evaluating Request (WITH registered letter),00321,12028276.917195987
531,20191003961,Evaluating Request (WITH registered letter),00274,12032278.831862519
532,20191004041,Evaluating Request (WITH registered letter),00767,12040243.994935822
533,20191004190,Evaluating Request (WITH registered letter),00201,12048813.93925465
534,20191004623,Evaluating Request (WITH registered letter),00246,12073259.567585934
535,20191004820,Authorization Requested,00046,10839102.548404045
536,20191004824,Authorization Requested,00552,10878269.584106512
537,20191004996,Authorization Requested,00088,10923931.68712172
538,20191005005,Authorization Requested,00661,10939202.566656794
539,20191005100,Authorization Requested,00244,10980613.226233937
540,20191005186,Authorization Requested,00433,10984124.482405026
541,20191005741,Authorization Requested,00446,10986894.811181426
542,20191005757,Authorization Requested,00304,10987641.028441846
543,20191005863,Authorization Requested,00382,10989125.362646952
544,20191006126,Authorization Requested,00280,11010093.84682823
545,20191007665,Authorization Requested,00090,11033880.472668316
546,20191007775,Authorization Requested,00642,11034365.903126977
547,20191007839,Authorization Requested,00736,10647286.468867201
548,20191008026,Authorization Requested,00759,11036699.55386583
549,20191008811,Authorization Requested,00764,11036714.694931589
550,20191008827,Authorization Requested,00891,11037820.515919333
551,20191008935,Authorization Requested,00877,11038451.801378844
552,20191009120,Authorization Requested,00416,11038580.896686645
553,20191009944,Authorization Requested,00529,11040628.245786076
554,20191009945,Authorization Requested,00561,11045325.614872824
555,20191009955,Authorization Requested,SB50,11049359.725870913
556,20191010053,Authorization Requested,00198,11081916.070062201
557,20191010376,Authorization Requested,00618,11082359.801585486
558,20191010411,Authorization Requested,00155,11082853.246603755
559,20191010524,Authorization Requested,00390,11091560.182299485
560,20191010576,Authorization Requested,SB97,11100220.751106272
561,20191010600,Authorization Requested,00326,11102028.543217843
562,20191010633,Authorization Requested,00605,11173754.771591548
563,20191011002,Authorization Requested,00430,11303933.74303111
564,20191011223,Authorization Requested,00300,11318537.133713486
565,20191011675,Authorization Requested,00606,11360515.317227103
566,20191011791,Authorization Requested,SB71,11395942.307978615
567,20191012184,Authorization Requested,00176,11483819.6024822
568,20191012560,Authorization Requested,00370,11486689.199661214
569,20191012618,Authorization Requested,00467,11514094.563285302
570,20191012801,Authorization Requested,00657,11515966.628782406
571,20191012817,Authorization Requested,00732,11407946.583073368
572,20191012896,Authorization Requested,00405,11558488.6955346
573,20191013096,Authorization Requested,00659,11592893.75894015
574,20191013174,Authorization Requested,00129,11655997.468831748
575,20191013314,Authorization Requested,00085,11705672.022928998
576,20191013342,Authorization Requested,00608,11722714.480753034
577,20191013389,Authorization Requested,00237,11763921.137085412
578,20191013404,Authorization Requested,00504,11764468.294748962
579,20191013829,Authorization Requested,00558,11784248.447720913
580,20191014405,Authorization Requested,00454,11786273.304769648
581,20191014425,Authorization Requested,SB53,11801304.62449575
582,20191014438,Authorization Requested,00570,11802057.077589454
583,20191014575,Authorization Requested,SB80,11803093.988881294
584,20191014606,Authorization Requested,00449,11803093.988881294
585,20191014855,Authorization Requested,SB96,11803093.988881294
586,20191014933,Authorization Requested,00406,11803501.405661738
587,20191015025,Authorization Requested,00623,11804836.834254937
588,20192000183,Authorization Requested,00362,11805158.705546571
589,20192000502,Authorization Requested,SB82,11805158.705546571
590,20192000859,Authorization Requested,00456,11805734.15102199
591,20192001046,Authorization Requested,00729,11806135.161501309
592,20192001337,Authorization Requested,00586,11819252.624456389
593,20192001993,Authorization Requested,00548,11831197.389488176
594,20192002264,Authorization Requested,00512,11846371.19195541
595,20192002442,Authorization Requested,00373,11858408.186338767
596,20192003072,Authorization Requested,00311,11859208.321789633
597,20192003408,Authorization Requested,SB40,11913817.405281246
598,20192004257,Authorization Requested,SB73,11914682.600773383
599,20192004427,Authorization Requested,00409,11962523.565202096
600,20192004667,Authorization Requested,00290,11981071.827695832
601,20192005128,Authorization Requested,00517,11988293.867228474
602,20192005206,Authorization Requested,SB61,12025889.9812845
603,20192005595,Authorization Requested,00465,12028179.7358798
604,20192006336,Authorization Requested,00636,12030640.644729216
605,20192006382,Authorization Requested,00265,12037140.956968687
606,20192006651,Authorization Requested,00637,12037729.479078824
607,20192006879,Authorization Requested,00459,12038262.14566848
608,20192007243,Authorization Requested,00928,12041497.622486414
609,20192007325,Authorization Requested,00007,12050506.944255874
610,20192007576,Authorization Requested,00354,12067796.879670192
611,20192007803,Authorization Requested,00048,12071711.89707353
612,20192008380,Authorization Requested,00485,12104804.586261641
613,20179002695,Service closure Request with network responsibility,MF14,13020373.887085361
614,20179004157,Service closure Request with network responsibility,MF10,13020373.887085361
615,20184002993,Service closure Request with network responsibility,277CUN,13020373.887085361
616,20184004720,Service closure Request with network responsibility,SA62,13020373.887085361
617,20184005079,Service closure Request with network responsibility,SA76,13020373.887085361
618,20186005307,Service closure Request with network responsibility,000PL2,13147475.612144658
619,20186008292,Service closure Request with network responsibility,00650,13165304.501623321
620,20186008491,Service closure Request with network responsibility,052ESE,13722503.518519271
621,20187002712,Service closure Request with network responsibility,275BO,13725872.441816203
622,20187004258,Service closure Request with network responsibility,SV20B,13903597.209841095
623,20187004354,Service closure Request with network responsibility,00371,14018209.86368876
624,20187004885,Service closure Request with network responsibility,268RAG,14047723.919667557
625,20187005335,Service closure Request with network responsibility,00746,14049441.169433862
626,20187006327,Service closure Request with network responsibility,287BA,14186878.58382786
